assembly_name	ena_accession	fasta_url	fastq_url
GAL06-038	GCA_900708375	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708375?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3418453/ERR3418453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3418453/ERR3418453_2.fastq.gz""]"
GAL06-039			
GAL06-040			
ICA01-001	GCA_900708425	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708425?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3418454/ERR3418454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3418454/ERR3418454_2.fastq.gz""]"
ICA01-002			
ICA01-003			
ICA01-004			
ICA01-005			
ICA01-006			
ICA01-007			
ICA01-008			
ICA01-009			
ICA01-010			
ICA01-011			
ICA01-012			
ICA01-013	GCA_900708415	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708415?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3418459/ERR3418459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3418459/ERR3418459_2.fastq.gz""]"
ICA01-014			
ICA01-015			
ICA01-016			
ICA01-017			
ICA01-020			
ICA01-021			
ICA01-022			
ICA01-027			
ICA01-028			
ICA01-030	GCA_900708405	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708405?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/005/ERR3418455/ERR3418455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/005/ERR3418455/ERR3418455_2.fastq.gz""]"
ICA01-031	GCA_900708455	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708455?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3418456/ERR3418456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3418456/ERR3418456_2.fastq.gz""]"
ICA01-032			
ICA01-033			
ICA01-034	GCA_900708445	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708445?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3418460/ERR3418460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3418460/ERR3418460_2.fastq.gz""]"
ICA01-035			
ICA01-038			
ICA01-039			
LRJ01-002			
LRJ01-005			
LRJ01-009			
LRJ01-010			
LRJ01-012			
LRJ01-013			
LRJ01-014			
LRJ01-018			
LRJ01-020			
LRJ01-021			
LRJ01-022			
LRJ01-026			
LRJ01-027			
LRJ01-030			
LRJ01-032			
LRJ01-035			
LRJ01-036			
LRJ01-037			
LRJ01-042			
LRJ01-045			
LRJ01-046			
LRJ01-047			
LRJ01-048			
LRJ01-049			
LRJ01-050			
LRJ01-051			
LRJ01-052			
LRJ01-053			
LRJ01-054			
LRJ01-055			
MAD01-001			
MAD01-002			
MAD01-003			
MAD01-004			
MAD01-005			
MAD01-007			
MAD01-010			
MAD01-011			
MAD01-012			
MAD01-013	GCA_900708435	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708435?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3418461/ERR3418461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3418461/ERR3418461_2.fastq.gz""]"
MAD01-014			
MAD01-015			
MAD01-016			
MAD01-018			
MAD01-019			
MAD01-021	GCA_900708475	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708475?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3418462/ERR3418462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3418462/ERR3418462_2.fastq.gz""]"
MAD01-022			
MAD01-023			
MAD01-024			
MAD01-025			
MAD01-026			
MAD01-027			
MAD01-028			
MAD01-029			
MAD01-030			
MAD01-031			
MAD01-033			
MAD01-034			
MAD01-035			
MAD01-038			
MAD02-001			
MAD02-002			
MAD02-004			
MAD02-005	GCA_900708465	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708465?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3418463/ERR3418463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3418463/ERR3418463_2.fastq.gz""]"
MAD02-006	GCA_900708485	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708485?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3418464/ERR3418464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3418464/ERR3418464_2.fastq.gz""]"
MAD02-007	GCA_900708605	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708605?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/005/ERR3418465/ERR3418465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/005/ERR3418465/ERR3418465_2.fastq.gz""]"
MAD02-008			
MAD02-009	GCA_900708495	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708495?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3418466/ERR3418466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3418466/ERR3418466_2.fastq.gz""]"
MAD02-010			
MAD02-012	GCA_900708645	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708645?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3418467/ERR3418467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3418467/ERR3418467_2.fastq.gz""]"
MAD02-013	GCA_900708515	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708515?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3418468/ERR3418468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3418468/ERR3418468_2.fastq.gz""]"
MAD02-014	GCA_900708505	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708505?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3418469/ERR3418469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3418469/ERR3418469_2.fastq.gz""]"
MAD02-015			
MAD02-016			
MAD02-017			
MAD02-018			
MAD02-021	GCA_900708535	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708535?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3418498/ERR3418498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3418498/ERR3418498_2.fastq.gz""]"
MAD02-022			
MAD02-023			
MAD02-024			
MAD02-025	GCA_900708525	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708525?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3418930/ERR3418930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3418930/ERR3418930_2.fastq.gz""]"
MAD02-026			
MAD02-027			
MAD02-028			
MAD02-030			
MAD02-031			
MAD02-032			
MAD02-033			
MAD02-034			
MAD02-035	GCA_900708545	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708545?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3418470/ERR3418470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3418470/ERR3418470_2.fastq.gz""]"
MAD03-001	GCA_900708565	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708565?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3418471/ERR3418471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3418471/ERR3418471_2.fastq.gz""]"
MAD03-002			
MAD03-004			
MAD03-005			
MAD03-006			
MAD03-007			
MAD03-008			
MAD03-009			
MAD03-010	GCA_900708555	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708555?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3418472/ERR3418472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3418472/ERR3418472_2.fastq.gz""]"
MAD03-011			
MAD03-012			
MAD03-013			
MAD03-014			
MAD03-016			
MAD03-017			
MAD03-018			
MAD03-019			
MAD03-020			
MAD03-021			
MAD03-022			
MAD03-023			
MAD03-028			
MAD03-029			
MAD03-030			
MAD03-031			
MAD03-032			
MAD03-033	GCA_900708575	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708575?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3418476/ERR3418476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3418476/ERR3418476_2.fastq.gz""]"
MAD03-034			
MAD03-038	GCA_900708585	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708585?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3418931/ERR3418931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3418931/ERR3418931_2.fastq.gz""]"
MAD03-039			
MAD04-001			
MAD04-002			
MAD04-003			
MAD04-004			
MAD04-005	GCA_900708595	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708595?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3418477/ERR3418477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3418477/ERR3418477_2.fastq.gz""]"
MAD04-008	GCA_900708625	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708625?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/005/ERR3418975/ERR3418975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/005/ERR3418975/ERR3418975_2.fastq.gz""]"
MAD04-009			
MAD04-010	GCA_900708615	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708615?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3418478/ERR3418478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3418478/ERR3418478_2.fastq.gz""]"
MAD04-011	GCA_900708635	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708635?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3418976/ERR3418976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3418976/ERR3418976_2.fastq.gz""]"
MAD04-012			
MAD04-013			
MAD04-014	GCA_900708665	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708665?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3418978/ERR3418978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3418978/ERR3418978_2.fastq.gz""]"
MAD04-016	GCA_900708655	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708655?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3418979/ERR3418979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3418979/ERR3418979_2.fastq.gz""]"
MAD04-017			
MAD04-018			
MAD04-020			
MAD04-021			
MAD04-025			
MAD04-026			
MAD04-027			
MAD04-028	GCA_900708675	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708675?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3418980/ERR3418980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3418980/ERR3418980_2.fastq.gz""]"
MAD04-029			
MAD04-030			
MAD04-031			
MAD04-034			
MAD04-035			
MAD04-036			
MAD04-037			
MAD04-038			
MAD04-041	GCA_900708695	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708695?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3418981/ERR3418981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3418981/ERR3418981_2.fastq.gz""]"
MAD05-003			
MAD05-006			
MAD05-008			
MAD05-009			
MAD05-011			
MAD05-013			
MAD05-014			
MAD05-015			
MAD05-016			
MAD05-017	GCA_900708685	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708685?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3418479/ERR3418479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3418479/ERR3418479_2.fastq.gz""]"
MAD05-018			
MAD05-020	GCA_900708735	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708735?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3418480/ERR3418480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3418480/ERR3418480_2.fastq.gz""]"
MAD05-021			
MAD05-022			
MAD05-025			
MAD05-026	GCA_900708745	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708745?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3418481/ERR3418481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3418481/ERR3418481_2.fastq.gz""]"
MAD05-026A			
MAD05-027	GCA_900708705	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708705?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3419000/ERR3419000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3419000/ERR3419000_2.fastq.gz""]"
MAD05-028A			
MAD05-030			
MAD05-031			
MAD05-032			
MAD05-036			
MAD05-037			
MAD05-038			
MAD05-040			
MAD05-041	GCA_900708715	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708715?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3418482/ERR3418482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3418482/ERR3418482_2.fastq.gz""]"
MAD05-042			
MAD05-043			
MAD05-044			
MAD05-045			
MAD06-001			
MAD06-002			
MAD06-003			
MAD06-004			
MAD06-005			
MAD06-006			
MAD06-007			
MAD06-008			
MAD06-010			
MAD06-011			
MAD06-012			
MAD06-014			
MAD06-015			
MAD06-016			
MAD06-017	GCA_900708725	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708725?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3418483/ERR3418483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3418483/ERR3418483_2.fastq.gz""]"
MAD06-018			
MAD06-019			
MAD06-023			
MAD06-024			
MAD06-025			
MAD06-026			
MAD06-027			
MAD06-029			
MAD06-030			
MAD06-031			
MAD06-033			
MAD06-035			
MAD06-036			
MAD06-037			
MAD06-040			
MUR01-001			
MUR01-002			
MUR01-003			
MUR01-004			
MUR01-005			
MUR01-006			
MUR01-007			
MUR01-008	GCA_900708755	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708755?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3418484/ERR3418484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3418484/ERR3418484_2.fastq.gz""]"
MUR01-009	GCA_900708775	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708775?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/005/ERR3418485/ERR3418485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/005/ERR3418485/ERR3418485_2.fastq.gz""]"
MUR01-010			
MUR01-011			
MUR01-012			
MUR01-013			
MUR01-014			
MUR01-015			
MUR01-017			
MUR01-018	GCA_900708765	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708765?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3418486/ERR3418486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3418486/ERR3418486_2.fastq.gz""]"
MUR01-020			
MUR01-022			
MUR01-023			
MUR01-024			
MUR01-026	GCA_900708795	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708795?download=true	
MUR01-027			
MUR01-028			
MUR01-029			
MUR01-030			
MUR01-031	GCA_900708785	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708785?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3419001/ERR3419001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3419001/ERR3419001_2.fastq.gz""]"
MUR01-032			
MUR01-033	GCA_900708845	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708845?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3419002/ERR3419002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3419002/ERR3419002_2.fastq.gz""]"
MUR01-035			
NAV01-001			
NAV01-002			
NAV01-003			
NAV01-004			
NAV01-005			
NAV01-006			
NAV01-007			
NAV01-008			
NAV01-009			
NAV01-010			
NAV01-011			
NAV01-012	GCA_900708835	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708835?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3418488/ERR3418488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3418488/ERR3418488_2.fastq.gz""]"
NAV01-013			
NAV01-014			
NAV01-015			
NAV01-016			
NAV01-018			
NAV01-019			
NAV01-020			
NAV01-021	GCA_900708825	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708825?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3418489/ERR3418489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3418489/ERR3418489_2.fastq.gz""]"
NAV01-023			
NAV01-024			
NAV01-025			
NAV01-026			
NAV01-027			
NAV01-028			
NAV01-029			
NAV01-030			
NAV01-031			
NAV01-032			
PVA01-003			
PVA01-006			
PVA01-007	GCA_900708805	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708805?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/005/ERR3418495/ERR3418495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/005/ERR3418495/ERR3418495_2.fastq.gz""]"
PVA01-011			
PVA01-012			
PVA01-014			
PVA01-017			
PVA01-018			
PVA01-019	GCA_900708815	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708815?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3418490/ERR3418490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3418490/ERR3418490_2.fastq.gz""]"
PVA01-020			
PVA01-021	GCA_900708875	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708875?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3418491/ERR3418491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3418491/ERR3418491_2.fastq.gz""]"
PVA01-022			
PVA01-023			
PVA01-024			
PVA01-025			
PVA01-026			
PVA01-028			
PVA01-029			
PVA01-032			
PVA01-034			
PVA01-035			
PVA01-037			
PVA01-038			
PVA01-039			
PVA01-040			
PVA01-041	GCA_900708885	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708885?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3418492/ERR3418492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3418492/ERR3418492_2.fastq.gz""]"
PVA01-042	GCA_900708855	https://www.ebi.ac.uk/ena/browser/api/fasta/GCA_900708855?download=true	"[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3415741/ERR3415741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3415741/ERR3415741_2.fastq.gz""]"
PVA01-045			
PVA01-046			
PVA01-047			
